"Address","Occurrences","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Indexability","Indexability Status"
"https://www.lolaaviamentos.com.br/produtos/entretela-hidrossoluvel-para-bordado-40g-157-100m/","1","A entretela hidrossolúvel podem ser dissolvida em água fria ou quente, a vantagem é a facilidade de limpeza do bordado.","119","743","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tecido-plano-termocolante-30g-lab-101-102/","1","Entretela tecido termocolante leve 30g, fácil fixação com ferro e prensa. Ideal para roupas, bordados e alfaiataria. Compre agora e garanta qualidade!","150","923","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tecido-plano-termocolante-60g-lab-601-602/","1","As Entretelas de Alfaiataria LAB são essenciais para quem busca durabilidade, reforço e um acabamento profissional em peças como blazers, vestidos, bonés, go...","160","1007","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/vies-tecido-fosco-55mm-carneira-18ql1/","1","O viés tecido Lola é composto de algodão e poliéster, é utilizado a fim de dar um melhor acabamento as peças da confecção e vestuário. Especificações: Tipo d...","160","989","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-45g-lab-701-702/","1","As Entretelas de Alfaiataria LAB são essenciais para quem busca durabilidade, reforço e um acabamento profissional em peças como blazers, vestidos, bonés, go...","160","1007","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-60g-lab-503-504/","1","As Entretelas de Alfaiataria LAB são essenciais para quem busca durabilidade, reforço e um acabamento profissional em peças como blazers, vestidos, bonés, go...","160","1007","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-40g-150m-x-100m1/","1","As Entretelas de Alfaiataria LAB são essenciais para quem busca durabilidade, reforço e um acabamento profissional em peças como blazers, vestidos, bonés, go...","160","1007","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-60g-160m-x-100m1/","1","As Entretelas de Alfaiataria LAB são essenciais para quem busca durabilidade, reforço e um acabamento profissional em peças como blazers, vestidos, bonés, go...","160","1007","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-40g-lab-201-202/","1","As Entretelas de Alfaiataria LAB são essenciais para quem busca durabilidade, reforço e um acabamento profissional em peças como blazers, vestidos, bonés, go...","160","1007","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-malha-termocolante-80g-lab-901-902/","1","As Entretelas de Alfaiataria LAB são essenciais para quem busca durabilidade, reforço e um acabamento profissional em peças como blazers, vestidos, bonés, go...","160","1007","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/aba-plastica-para-bone-curva-20kg-ab-230/","1","Abas plásticas curvas para boné AB-230, 20kg, feitas com material virgem puro, sem impurezas. Acabamento sem rebarbas e praticidade na costura. Compre já!","154","992","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/aba-plastica-para-bone-curva-196kg-ab-50/","1","Aba plástica curva para boné AB-50, 19,6kg, material virgem, leve e sem impurezas. Garanta acabamento perfeito sem limpeza pós-costura. Compre já!","146","933","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-pregar-botao-automatica-bp-1000/","1","Máquina de encapar Botão Lola oferece alta produtividade, atingindo a marca de 1.500 botões encapados por hora com descarte automático de peças virada","150","975","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/botao-de-forrar-encapar-para-bone-15mm-1-000un-1rtwf/","1","O botão de forrar ou botão de encapar para boné, é aplicado na parte superior do boné e fixado à base por meio de 3 garras. O botão de encapar Lola utiliza u...","160","983","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-dublagem-de-bones-por-moldes-hpw-2/","1","A máquina HPW-2 permite que a dublagem da entretela no boné seja realizado depois dos processos de corte e costura da frente da peça, e do bordado.","147","937","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-manual-de-coformar-bones/","1","Desenvolvida para passadoria de bonés com agilidade e versatilidade, a Máquina de Passadoria Lola Soluções, possui um sistema inovador de aquecimento","149","962","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-conformar-bones/","1","Desenvolvida para passadoria de bonés com agilidade e versatilidade, a Máquina de Passadoria Lola Soluções, possui um sistema inovador de aquecimento","149","962","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-transfer-mt-1500/","1","Máquina Transfer MT-1500 com base reta/curva, painel LED e controle fácil. Ideal para camisetas, bonés e mais. Compre agora e personalize já!","141","887","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/base-maquina-transfer-mt-1500/","1","Base MT-1500 ideal para aplicar entretelas termo adesivas, transfers e bordados em camisetas, bonés e mais. Personalize com facilidade!","135","850","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-encapar-botao-semi/","1","Máquina de encapar Botão Lola oferece alta produtividade, atingindo a marca de 1.500 botões encapados por hora com descarte automático de peças virada","150","975","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-passadoria/","1","Desenvolvida para passadoria de bonés com agilidade e versatilidade, a Máquina de Passadoria Lola Soluções, possui um sistema inovador de aquecimento","149","962","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/maquina-de-costura-na-aba-reta-automatica-filigrana-mca-2500/","1","A máquina filigrana de costura na aba padroniza as costuras, aumenta a produtividade e possui baixo custo de manutenção. Produção média de 1200 abas.","149","969","Indexable",""
